testerID,name,twitter
300469,Anna Lee C. Iijima,
300470,Anna Lee C. Iijima,
300471,Roger Voss,@vossroger
300472,Roger Voss,@vossroger
300473,Roger Voss,@vossroger
300474,Roger Voss,@vossroger
300475,Roger Voss,@vossroger
300476,,
300477,,
300478,Roger Voss,@vossroger
300479,Roger Voss,@vossroger
300480,,
300481,Paul Gregutt,@paulgwine
300482,,
300483,,
300484,Lauren Buzzeo,@laurbuzz
300485,Lauren Buzzeo,@laurbuzz
300486,Joe Czerwinski,@JoeCz
300487,,
300488,,
300489,,
300490,,
300491,Michael Schachner,@wineschach
300492,Roger Voss,@vossroger
300493,Paul Gregutt,@paulgwine
300494,Paul Gregutt,@paulgwine
300495,Anna Lee C. Iijima,
300496,Virginie Boone,@vboone
300497,Michael Schachner,@wineschach
300498,Virginie Boone,@vboone
300499,,
300500,Roger Voss,@vossroger
300501,Michael Schachner,@wineschach
300502,Virginie Boone,@vboone
300503,Roger Voss,@vossroger
300504,,
300505,Joe Czerwinski,@JoeCz
300506,Michael Schachner,@wineschach
300507,,
300508,Paul Gregutt,@paulgwine
300509,Paul Gregutt,@paulgwine
300510,Virginie Boone,@vboone
300511,Matt Kettmann,@mattkettmann
300512,Roger Voss,@vossroger
300513,Roger Voss,@vossroger
300514,Virginie Boone,@vboone
300515,Michael Schachner,@wineschach
300516,Virginie Boone,@vboone
300517,Virginie Boone,@vboone
300518,Virginie Boone,@vboone
300519,Roger Voss,@vossroger
300520,Jim Gordon,@gordone_cellars
300521,Matt Kettmann,@mattkettmann
300522,Matt Kettmann,@mattkettmann
300523,Paul Gregutt,@paulgwine
300524,Paul Gregutt,@paulgwine
300525,Sean P. Sullivan,@wawinereport
300526,Matt Kettmann,@mattkettmann
300527,Paul Gregutt,@paulgwine
300528,Anna Lee C. Iijima,
300529,Roger Voss,@vossroger
300530,Virginie Boone,@vboone
300531,Michael Schachner,@wineschach
300532,Paul Gregutt,@paulgwine
300533,Paul Gregutt,@paulgwine
300534,Paul Gregutt,@paulgwine
300535,Matt Kettmann,@mattkettmann
300536,Anna Lee C. Iijima,
300537,Sean P. Sullivan,@wawinereport
300538,Virginie Boone,@vboone
300539,Paul Gregutt,@paulgwine
300540,Matt Kettmann,@mattkettmann
300541,Matt Kettmann,@mattkettmann
300542,Matt Kettmann,@mattkettmann
300543,Kerin O’Keefe,@kerinokeefe
300544,Virginie Boone,@vboone
300545,Matt Kettmann,@mattkettmann
300546,Virginie Boone,@vboone
300547,Virginie Boone,@vboone
300548,Matt Kettmann,@mattkettmann
300549,Virginie Boone,@vboone
300550,Kerin O’Keefe,@kerinokeefe
300551,Virginie Boone,@vboone
300552,Virginie Boone,@vboone
300553,Roger Voss,@vossroger
300554,Michael Schachner,@wineschach
300555,Roger Voss,@vossroger
300556,Sean P. Sullivan,@wawinereport
300557,Michael Schachner,@wineschach
300558,Matt Kettmann,@mattkettmann
300559,Jim Gordon,@gordone_cellars
300560,Virginie Boone,@vboone
300561,Virginie Boone,@vboone
300562,Jim Gordon,@gordone_cellars
300563,Virginie Boone,@vboone
300564,Matt Kettmann,@mattkettmann
300565,Matt Kettmann,@mattkettmann
300566,Matt Kettmann,@mattkettmann
300567,Virginie Boone,@vboone
300568,Michael Schachner,@wineschach
300569,Virginie Boone,@vboone
300570,Sean P. Sullivan,@wawinereport
300571,Sean P. Sullivan,@wawinereport
300572,Jim Gordon,@gordone_cellars
300573,Kerin O’Keefe,@kerinokeefe
300574,Roger Voss,@vossroger
300575,Joe Czerwinski,@JoeCz
300576,Roger Voss,@vossroger
300577,Roger Voss,@vossroger
300578,Anna Lee C. Iijima,
300579,Roger Voss,@vossroger
300580,Jim Gordon,@gordone_cellars
300581,Sean P. Sullivan,@wawinereport
300582,Sean P. Sullivan,@wawinereport
300583,Sean P. Sullivan,@wawinereport
300584,Matt Kettmann,@mattkettmann
300585,Anne Krebiehl MW,@AnneInVino
300586,Sean P. Sullivan,@wawinereport
300587,Anne Krebiehl MW,@AnneInVino
300588,Anne Krebiehl MW,@AnneInVino
300589,Jim Gordon,@gordone_cellars
300590,Anne Krebiehl MW,@AnneInVino
300591,Matt Kettmann,@mattkettmann
300592,Anne Krebiehl MW,@AnneInVino
300593,Sean P. Sullivan,@wawinereport
300594,Anne Krebiehl MW,@AnneInVino
300595,Joe Czerwinski,@JoeCz
300596,Sean P. Sullivan,@wawinereport
300597,Susan Kostrzewa,@suskostrzewa
300598,Anne Krebiehl MW,@AnneInVino
300599,Matt Kettmann,@mattkettmann
300600,,
300601,,
300602,Michael Schachner,@wineschach
300603,,
300604,Anna Lee C. Iijima,
300605,Michael Schachner,@wineschach
300606,Michael Schachner,@wineschach
300607,Sean P. Sullivan,@wawinereport
300608,Sean P. Sullivan,@wawinereport
300609,Roger Voss,@vossroger
300610,Paul Gregutt,@paulgwine
300611,,
300612,,
300613,,
300614,Roger Voss,@vossroger
300615,,
300616,Michael Schachner,@wineschach
300617,,
300618,,
300619,,
300620,,
300621,,
300622,,
300623,Sean P. Sullivan,@wawinereport
300624,Sean P. Sullivan,@wawinereport
300625,Sean P. Sullivan,@wawinereport
300626,,
300627,,
300628,,
300629,Joe Czerwinski,@JoeCz
300630,Virginie Boone,@vboone
300631,Paul Gregutt,@paulgwine
300632,Anne Krebiehl MW,@AnneInVino
300633,Anne Krebiehl MW,@AnneInVino
300634,Joe Czerwinski,@JoeCz
300635,Virginie Boone,@vboone
300636,Michael Schachner,@wineschach
300637,Joe Czerwinski,@JoeCz
300638,Anne Krebiehl MW,@AnneInVino
300639,Anne Krebiehl MW,@AnneInVino
300640,Anne Krebiehl MW,@AnneInVino
300641,Matt Kettmann,@mattkettmann
300642,Virginie Boone,@vboone
300643,Roger Voss,@vossroger
300644,Virginie Boone,@vboone
300645,Matt Kettmann,@mattkettmann
300646,Paul Gregutt,@paulgwine
300647,Roger Voss,@vossroger
300648,Roger Voss,@vossroger
300649,Anna Lee C. Iijima,
300650,Virginie Boone,@vboone
300651,Kerin O’Keefe,@kerinokeefe
300652,Anne Krebiehl MW,@AnneInVino
300653,Joe Czerwinski,@JoeCz
300654,Matt Kettmann,@mattkettmann
300655,Anne Krebiehl MW,@AnneInVino
300656,Jim Gordon,@gordone_cellars
300657,Paul Gregutt,@paulgwine
300658,Lauren Buzzeo,@laurbuzz
300659,Virginie Boone,@vboone
300660,Sean P. Sullivan,@wawinereport
300661,Virginie Boone,@vboone
300662,Jim Gordon,@gordone_cellars
300663,Kerin O’Keefe,@kerinokeefe
300664,Virginie Boone,@vboone
300665,Kerin O’Keefe,@kerinokeefe
300666,Kerin O’Keefe,@kerinokeefe
300667,Sean P. Sullivan,@wawinereport
300668,Michael Schachner,@wineschach
300669,Anna Lee C. Iijima,
300670,Sean P. Sullivan,@wawinereport
300671,Sean P. Sullivan,@wawinereport
300672,Virginie Boone,@vboone
300673,Anna Lee C. Iijima,
300674,Jim Gordon,@gordone_cellars
300675,Virginie Boone,@vboone
300676,Virginie Boone,@vboone
300677,Sean P. Sullivan,@wawinereport
300678,Kerin O’Keefe,@kerinokeefe
300679,Kerin O’Keefe,@kerinokeefe
300680,Sean P. Sullivan,@wawinereport
300681,Michael Schachner,@wineschach
300682,Sean P. Sullivan,@wawinereport
300683,Kerin O’Keefe,@kerinokeefe
300684,Kerin O’Keefe,@kerinokeefe
300685,Sean P. Sullivan,@wawinereport
300686,Virginie Boone,@vboone
300687,Kerin O’Keefe,@kerinokeefe
300688,Matt Kettmann,@mattkettmann
300689,Sean P. Sullivan,@wawinereport
300690,Matt Kettmann,@mattkettmann
300691,Anne Krebiehl MW,@AnneInVino
300692,Jim Gordon,@gordone_cellars
300693,Kerin O’Keefe,@kerinokeefe
300694,Virginie Boone,@vboone
300695,Lauren Buzzeo,@laurbuzz
300696,Kerin O’Keefe,@kerinokeefe
300697,Joe Czerwinski,@JoeCz
300698,Anne Krebiehl MW,@AnneInVino
300699,Sean P. Sullivan,@wawinereport
300700,Lauren Buzzeo,@laurbuzz
300701,Michael Schachner,@wineschach
300702,Roger Voss,@vossroger
300703,Roger Voss,@vossroger
300704,Roger Voss,@vossroger
300705,Roger Voss,@vossroger
300706,Joe Czerwinski,@JoeCz
300707,Roger Voss,@vossroger
300708,Roger Voss,@vossroger
300709,Roger Voss,@vossroger
300710,Virginie Boone,@vboone
300711,Joe Czerwinski,@JoeCz
300712,Virginie Boone,@vboone
300713,Virginie Boone,@vboone
300714,Virginie Boone,@vboone
300715,Joe Czerwinski,@JoeCz
300716,Michael Schachner,@wineschach
300717,Joe Czerwinski,@JoeCz
300718,Roger Voss,@vossroger
300719,Roger Voss,@vossroger
300720,Roger Voss,@vossroger
300721,Roger Voss,@vossroger
300722,Michael Schachner,@wineschach
300723,Michael Schachner,@wineschach
300724,Roger Voss,@vossroger
300725,Alexander Peartree,
300726,Kerin O’Keefe,@kerinokeefe
300727,Roger Voss,@vossroger
300728,Paul Gregutt,@paulgwine
300729,Michael Schachner,@wineschach
300730,Roger Voss,@vossroger
300731,Jim Gordon,@gordone_cellars
300732,Lauren Buzzeo,@laurbuzz
300733,Roger Voss,@vossroger
300734,Roger Voss,@vossroger
300735,Michael Schachner,@wineschach
300736,Michael Schachner,@wineschach
300737,Matt Kettmann,@mattkettmann
300738,Roger Voss,@vossroger
300739,Michael Schachner,@wineschach
300740,Kerin O’Keefe,@kerinokeefe
300741,Alexander Peartree,
300742,Roger Voss,@vossroger
300743,Roger Voss,@vossroger
300744,Virginie Boone,@vboone
300745,Kerin O’Keefe,@kerinokeefe
300746,Roger Voss,@vossroger
300747,Joe Czerwinski,@JoeCz
300748,,
300749,Anna Lee C. Iijima,
300750,Roger Voss,@vossroger
300751,,
300752,Michael Schachner,@wineschach
300753,Roger Voss,@vossroger
300754,,
300755,Michael Schachner,@wineschach
300756,,
300757,,
300758,,
300759,,
300760,Virginie Boone,@vboone
300761,,
300762,Michael Schachner,@wineschach
300763,Michael Schachner,@wineschach
300764,Michael Schachner,@wineschach
300765,,
300766,,
300767,Joe Czerwinski,@JoeCz
300768,Michael Schachner,@wineschach
300769,Joe Czerwinski,@JoeCz
300770,,
300771,Roger Voss,@vossroger
300772,,
300773,Roger Voss,@vossroger
300774,Roger Voss,@vossroger
300775,Paul Gregutt,@paulgwine
300776,Paul Gregutt,@paulgwine
300777,Roger Voss,@vossroger
300778,,
300779,Paul Gregutt,@paulgwine
300780,Roger Voss,@vossroger
300781,,
300782,,
300783,,
300784,,
300785,Roger Voss,@vossroger
300786,Michael Schachner,@wineschach
300787,Roger Voss,@vossroger
300788,Virginie Boone,@vboone
300789,Michael Schachner,@wineschach
300790,Anna Lee C. Iijima,
300791,Sean P. Sullivan,@wawinereport
300792,Paul Gregutt,@paulgwine
300793,Roger Voss,@vossroger
300794,Sean P. Sullivan,@wawinereport
300795,Matt Kettmann,@mattkettmann
300796,Roger Voss,@vossroger
300797,Roger Voss,@vossroger
300798,Roger Voss,@vossroger
300799,Roger Voss,@vossroger
300800,Roger Voss,@vossroger
300801,Matt Kettmann,@mattkettmann
300802,Virginie Boone,@vboone
300803,Roger Voss,@vossroger
300804,Sean P. Sullivan,@wawinereport
300805,Sean P. Sullivan,@wawinereport
300806,Paul Gregutt,@paulgwine
300807,Jim Gordon,@gordone_cellars
300808,Joe Czerwinski,@JoeCz
300809,Kerin O’Keefe,@kerinokeefe
300810,Michael Schachner,@wineschach
300811,Virginie Boone,@vboone
300812,Anna Lee C. Iijima,
300813,Jim Gordon,@gordone_cellars
300814,Joe Czerwinski,@JoeCz
300815,Kerin O’Keefe,@kerinokeefe
300816,Sean P. Sullivan,@wawinereport
300817,Anna Lee C. Iijima,
300818,Michael Schachner,@wineschach
300819,Roger Voss,@vossroger
300820,Roger Voss,@vossroger
300821,Michael Schachner,@wineschach
300822,Michael Schachner,@wineschach
300823,Kerin O’Keefe,@kerinokeefe
300824,Matt Kettmann,@mattkettmann
300825,Jim Gordon,@gordone_cellars
300826,Kerin O’Keefe,@kerinokeefe
300827,Kerin O’Keefe,@kerinokeefe
300828,Michael Schachner,@wineschach
300829,Roger Voss,@vossroger
300830,Paul Gregutt,@paulgwine
300831,Roger Voss,@vossroger
300832,Roger Voss,@vossroger
300833,Roger Voss,@vossroger
300834,Kerin O’Keefe,@kerinokeefe
300835,Michael Schachner,@wineschach
300836,Roger Voss,@vossroger
300837,Michael Schachner,@wineschach
300838,Michael Schachner,@wineschach
300839,Paul Gregutt,@paulgwine
300840,Anna Lee C. Iijima,
300841,Roger Voss,@vossroger
300842,Jim Gordon,@gordone_cellars
300843,Roger Voss,@vossroger
300844,Paul Gregutt,@paulgwine
300845,Kerin O’Keefe,@kerinokeefe
300846,Kerin O’Keefe,@kerinokeefe
300847,Anne Krebiehl MW,@AnneInVino
300848,Anne Krebiehl MW,@AnneInVino
300849,Roger Voss,@vossroger
300850,Roger Voss,@vossroger
300851,Roger Voss,@vossroger
300852,Roger Voss,@vossroger
300853,Anne Krebiehl MW,@AnneInVino
300854,Anna Lee C. Iijima,
300855,Jim Gordon,@gordone_cellars
300856,Matt Kettmann,@mattkettmann
300857,Kerin O’Keefe,@kerinokeefe
300858,Matt Kettmann,@mattkettmann
300859,Paul Gregutt,@paulgwine
300860,Virginie Boone,@vboone
300861,Matt Kettmann,@mattkettmann
300862,Kerin O’Keefe,@kerinokeefe
300863,Kerin O’Keefe,@kerinokeefe
300864,Matt Kettmann,@mattkettmann
300865,Anna Lee C. Iijima,
300866,Kerin O’Keefe,@kerinokeefe
300867,Joe Czerwinski,@JoeCz
300868,Paul Gregutt,@paulgwine
300869,Michael Schachner,@wineschach
300870,Matt Kettmann,@mattkettmann
300871,Jim Gordon,@gordone_cellars
300872,Virginie Boone,@vboone
300873,Paul Gregutt,@paulgwine
300874,Jeff Jenssen,@worldwineguys
300875,Roger Voss,@vossroger
300876,Roger Voss,@vossroger
300877,Michael Schachner,@wineschach
300878,,
300879,Roger Voss,@vossroger
300880,Roger Voss,@vossroger
300881,,
300882,Michael Schachner,@wineschach
300883,,
300884,,
300885,,
300886,,
