ratingID,wineID,score,review,userID
400080,100080,1,dry,500080
400081,100081,3,sweet,500081
400082,100082,4,fresh,500082
400083,100083,2,opulent,500083
400084,100084,3,abundant,500084
400085,100085,2,unoaked,500085
400086,100086,1,creamy,500086
400087,100087,4,delicate,500087
400088,100088,4,elegant,500088
400089,100089,0,creamy,500089
400090,100090,5,unoaked,500090
400091,100091,1,velvety,500091
400092,100092,3,aggressive,500092
400093,100093,2,crisp,500093
400094,100094,2,medium,500094
400095,100095,2,juicy,500095
400096,100096,0,spicy,500096
400097,100097,4,dense,500097
400098,100098,3,bone,500098
400099,100099,3,soft,500099
400100,100100,3,delicate,500100
400101,100101,1,fresh,500101
400102,100102,1,dry,500102
400103,100103,4,elegant,500103
400104,100104,2,fragrant,500104
400105,100105,1,silky,500105
400106,100106,1,earthy,500106
400107,100107,3,abundant,500107
400108,100108,0,sweet,500108
400109,100109,4,nutty,500109
400110,100110,5,opulent,500110
400111,100111,5,earthy,500111
400112,100112,5,crisp,500112
400113,100113,4,opulent,500113
400114,100114,2,aggressive,500114
400115,100115,4,delicate,500115
400116,100116,2,unoaked,500116
400117,100117,5,delicate,500117
400118,100118,0,earthy,500118
400119,100119,4,creamy,500119
400120,100120,1,crisp,500120
400121,100121,0,abundant,500121
400122,100122,1,elegant,500122
400123,100123,1,fresh,500123
400124,100124,1,fresh,500124
400125,100125,5,abundant,500125
400126,100126,4,elegant,500126
400127,100127,2,dry,500127
400128,100128,1,opulent,500128
400129,100129,2,earthy,500129
400130,100130,2,unoaked,500130
400131,100131,3,fragrant,500131
400132,100132,0,earthy,500132
400133,100133,1,dense,500133
400134,100134,4,aggressive,500134
400135,100135,4,bone,500135
400136,100136,2,abundant,500136
400137,100137,1,fresh,500137
400138,100138,5,spicy,500138
400139,100139,1,soft,500139
400140,100140,1,elegant,500140
400141,100141,4,silky,500141
400142,100142,3,juicy,500142
400143,100143,1,velvety,500143
400144,100144,4,soft,500144
400145,100145,5,sweet,500145
400146,100146,3,opulent,500146
400147,100147,0,nutty,500147
400148,100148,2,bone,500148
400149,100149,0,crisp,500149
400150,100150,5,fresh,500150
400151,100151,3,sweet,500151
400152,100152,3,nutty,500152
400153,100153,4,soft,500153
400154,100154,2,medium,500154
400155,100155,2,medium,500155
400156,100156,2,dense,500156
400157,100157,4,spicy,500157
400158,100158,4,dry,500158
400159,100159,1,spicy,500159
400160,100160,0,sweet,500160
400161,100161,3,opulent,500161
400162,100162,2,bone,500162
400163,100163,4,fragrant,500163
400164,100164,2,unoaked,500164
400165,100165,3,silky,500165
400166,100166,1,dense,500166
400167,100167,1,nutty,500167
400168,100168,1,dense,500168
400169,100169,1,silky,500169
400170,100170,2,creamy,500170
400171,100171,3,soft,500171
400172,100172,1,bone,500172
400173,100173,1,spicy,500173
400174,100174,5,fragrant,500174
400175,100175,0,fragrant,500175
400176,100176,1,delicate,500176
400177,100177,1,unoaked,500177
400178,100178,4,creamy,500178
400179,100179,1,sweet,500179
400180,100180,1,dry,500180
400181,100181,1,juicy,500181
400182,100182,4,crisp,500182
400183,100183,3,creamy,500183
400184,100184,0,silky,500184
400185,100185,0,medium,500185
400186,100186,2,juicy,500186
400187,100187,4,unoaked,500187
400188,100188,1,fragrant,500188
400189,100189,3,aggressive,500189
400190,100190,4,velvety,500190
400191,100191,5,spicy,500191
400192,100192,2,abundant,500192
400193,100193,1,medium,500193
400194,100194,2,abundant,500194
400195,100195,3,nutty,500195
400196,100196,3,aggressive,500196
400197,100197,2,velvety,500197
400198,100198,4,dry,500198
400199,100199,2,sweet,500199
400200,100200,0,elegant,500200
400201,100201,4,crisp,500201
400202,100202,2,dry,500202
400203,100203,5,nutty,500203
400204,100204,0,opulent,500204
400205,100205,5,medium,500205
400206,100206,1,bone,500206
400207,100207,1,velvety,500207
400208,100208,0,fresh,500208
400209,100209,1,aggressive,500209
400210,100210,3,soft,500210
400211,100211,1,juicy,500211
400212,100212,2,dense,500212
400213,100213,5,juicy,500213
400214,100214,0,delicate,500214
400215,100215,5,delicate,500215
400216,100216,0,earthy,500216
400217,100217,1,silky,500217
400218,100218,4,elegant,500218
400219,100219,2,creamy,500219
400220,100220,0,velvety,500220
400221,100221,3,fragrant,500221
400222,100222,5,sweet,500222
400223,100223,2,medium,500223
400224,100224,1,crisp,500224
400225,100225,1,abundant,500225
400226,100226,3,fragrant,500226
400227,100227,4,silky,500227
400228,100228,3,aggressive,500228
400229,100229,3,soft,500229
400230,100230,1,abundant,500230
400231,100231,4,earthy,500231
400232,100232,1,medium,500232
400233,100233,5,dry,500233
400234,100234,5,medium,500234
400235,100235,0,creamy,500235
400236,100236,3,creamy,500236
400237,100237,1,earthy,500237
400238,100238,2,velvety,500238
400239,100239,2,velvety,500239
400240,100240,3,elegant,500240
400241,100241,4,nutty,500241
400242,100242,2,earthy,500242
400243,100243,1,crisp,500243
400244,100244,5,aggressive,500244
400245,100245,5,fragrant,500245
400246,100246,5,aggressive,500246
400247,100247,1,nutty,500247
400248,100248,2,opulent,500248
400249,100249,3,soft,500249
400250,100250,0,fresh,500250
400251,100251,1,bone,500251
400252,100252,3,opulent,500252
400253,100253,0,dense,500253
400254,100254,1,velvety,500254
400255,100255,3,crisp,500255
400256,100256,4,silky,500256
400257,100257,2,spicy,500257
400258,100258,0,unoaked,500258
400259,100259,0,fresh,500259
400260,100260,4,spicy,500260
400261,100261,1,nutty,500261
400262,100262,3,unoaked,500262
400263,100263,2,juicy,500263
400264,100264,5,bone,500264
400265,100265,1,unoaked,500265
400266,100266,5,velvety,500266
400267,100267,2,opulent,500267
400268,100268,3,earthy,500268
400269,100269,1,aggressive,500269
400270,100270,0,sweet,500270
400271,100271,5,dense,500271
400272,100272,2,juicy,500272
400273,100273,0,juicy,500273
400274,100274,5,dense,500274
400275,100275,5,crisp,500275
400276,100276,2,soft,500276
400277,100277,3,medium,500277
400278,100278,0,delicate,500278
400279,100279,3,dense,500279
400280,100280,5,velvety,500280
400281,100281,2,abundant,500281
400282,100282,1,unoaked,500282
400283,100283,1,earthy,500283
400284,100284,2,juicy,500284
400285,100285,0,sweet,500285
400286,100286,1,elegant,500286
400287,100287,2,spicy,500287
400288,100288,3,opulent,500288
400289,100289,0,nutty,500289
400290,100290,1,soft,500290
400291,100291,4,bone,500291
400292,100292,5,nutty,500292
400293,100293,5,crisp,500293
400294,100294,4,creamy,500294
400295,100295,5,spicy,500295
400296,100296,2,silky,500296
400297,100297,3,fresh,500297
400298,100298,0,fresh,500298
400299,100299,3,creamy,500299
400300,100300,4,unoaked,500300
400301,100301,1,delicate,500301
400302,100302,5,bone,500302
400303,100303,2,dense,500303
400304,100304,1,opulent,500304
400305,100305,2,fragrant,500305
400306,100306,2,sweet,500306
400307,100307,2,aggressive,500307
400308,100308,5,dry,500308
400309,100309,1,creamy,500309
400310,100310,0,silky,500310
400311,100311,4,spicy,500311
400312,100312,1,bone,500312
400313,100313,2,fresh,500313
400314,100314,5,abundant,500314
400315,100315,5,dry,500315
400316,100316,5,soft,500316
400317,100317,4,delicate,500317
400318,100318,1,elegant,500318
400319,100319,4,elegant,500319
400320,100320,1,delicate,500320
400321,100321,2,silky,500321
400322,100322,5,medium,500322
400323,100323,5,sweet,500323
400324,100324,1,delicate,500324
400325,100325,0,abundant,500325
400326,100326,5,elegant,500326
400327,100327,2,dry,500327
400328,100328,1,juicy,500328
400329,100329,1,fragrant,500329
400330,100330,3,dry,500330
400331,100331,5,unoaked,500331
400332,100332,4,abundant,500332
400333,100333,0,soft,500333
400334,100334,0,aggressive,500334
400335,100335,3,velvety,500335
400336,100336,5,nutty,500336
400337,100337,3,earthy,500337
400338,100338,4,sweet,500338
400339,100339,0,medium,500339
400340,100340,1,creamy,500340
400341,100341,5,earthy,500341
400342,100342,2,earthy,500342
400343,100343,3,aggressive,500343
400344,100344,4,sweet,500344
400345,100345,3,velvety,500345
400346,100346,0,medium,500346
400347,100347,3,juicy,500347
400348,100348,4,juicy,500348
400349,100349,1,aggressive,500349
400350,100350,3,earthy,500350
400351,100351,1,creamy,500351
400352,100352,2,velvety,500352
400353,100353,4,delicate,500353
400354,100354,1,nutty,500354
400355,100355,0,dry,500355
400356,100356,5,juicy,500356
400357,100357,3,earthy,500357
400358,100358,3,unoaked,500358
400359,100359,1,fresh,500359
400360,100360,5,dry,500360
400361,100361,3,spicy,500361
400362,100362,3,nutty,500362
400363,100363,5,dry,500363
400364,100364,5,dry,500364
400365,100365,4,unoaked,500365
400366,100366,0,creamy,500366
400367,100367,2,velvety,500367
400368,100368,5,opulent,500368
400369,100369,1,opulent,500369
400370,100370,1,medium,500370
400371,100371,2,crisp,500371
400372,100372,1,unoaked,500372
400373,100373,5,juicy,500373
400374,100374,3,silky,500374
400375,100375,2,soft,500375
400376,100376,4,juicy,500376
400377,100377,1,elegant,500377
400378,100378,1,dense,500378
400379,100379,2,dry,500379
400380,100380,2,nutty,500380
400381,100381,1,unoaked,500381
400382,100382,3,abundant,500382
400383,100383,0,fresh,500383
400384,100384,2,elegant,500384
400385,100385,0,abundant,500385
400386,100386,1,earthy,500386
400387,100387,5,delicate,500387
400388,100388,3,aggressive,500388
400389,100389,4,delicate,500389
400390,100390,3,spicy,500390
400391,100391,5,silky,500391
400392,100392,1,aggressive,500392
400393,100393,0,opulent,500393
400394,100394,3,delicate,500394
400395,100395,4,velvety,500395
400396,100396,3,velvety,500396
400397,100397,5,dry,500397
400398,100398,5,aggressive,500398
400399,100399,1,elegant,500399
400400,100400,5,delicate,500400
400401,100401,5,fragrant,500401
400402,100402,3,silky,500402
400403,100403,3,silky,500403
400404,100404,0,delicate,500404
400405,100405,3,elegant,500405
400406,100406,1,elegant,500406
400407,100407,1,silky,500407
400408,100408,4,dry,500408
400409,100409,4,unoaked,500409
400410,100410,1,crisp,500410
400411,100411,3,sweet,500411
400412,100412,2,elegant,500412
400413,100413,5,spicy,500413
400414,100414,3,medium,500414
400415,100415,5,spicy,500415
400416,100416,1,opulent,500416
400417,100417,2,medium,500417
400418,100418,0,nutty,500418
400419,100419,2,earthy,500419
400420,100420,0,delicate,500420
400421,100421,4,aggressive,500421
400422,100422,0,aggressive,500422
400423,100423,2,fragrant,500423
400424,100424,2,juicy,500424
400425,100425,0,silky,500425
400426,100426,3,abundant,500426
400427,100427,1,fragrant,500427
400428,100428,0,bone,500428
400429,100429,4,soft,500429
400430,100430,0,dense,500430
400431,100431,1,dense,500431
400432,100432,3,sweet,500432
400433,100433,3,velvety,500433
400434,100434,5,fresh,500434
400435,100435,4,fragrant,500435
400436,100436,0,bone,500436
400437,100437,3,crisp,500437
400438,100438,2,sweet,500438
400439,100439,1,silky,500439
400440,100440,2,unoaked,500440
400441,100441,4,aggressive,500441
400442,100442,4,medium,500442
400443,100443,4,opulent,500443
400444,100444,1,soft,500444
400445,100445,1,dense,500445
400446,100446,5,creamy,500446
400447,100447,1,opulent,500447
400448,100448,5,fragrant,500448
400449,100449,2,dense,500449
400450,100450,2,crisp,500450
400451,100451,1,crisp,500451
400452,100452,2,unoaked,500452
400453,100453,4,creamy,500453
400454,100454,2,dense,500454
400455,100455,1,fresh,500455
400456,100456,1,sweet,500456
400457,100457,0,bone,500457
400458,100458,5,soft,500458
400459,100459,3,sweet,500459
400460,100460,3,medium,500460
400461,100461,1,medium,500461
400462,100462,0,crisp,500462
400463,100463,1,delicate,500463
400464,100464,1,dry,500464
400465,100465,4,dense,500465
400466,100466,2,fresh,500466
400467,100467,5,spicy,500467
400468,100468,3,elegant,500468
400469,100469,4,opulent,500469
400470,100470,1,creamy,500470
400471,100471,2,fragrant,500471
400472,100472,5,fragrant,500472
400473,100473,5,dense,500473
400474,100474,5,fragrant,500474
400475,100475,0,medium,500475
400476,100476,5,elegant,500476
400477,100477,3,juicy,500477
400478,100478,2,earthy,500478
400479,100479,2,spicy,500479
400480,100480,3,juicy,500480
400481,100481,4,soft,500481
400482,100482,4,nutty,500482
400483,100483,4,earthy,500483
400484,100484,0,earthy,500484
400485,100485,2,velvety,500485
400486,100486,5,delicate,500486
400487,100487,3,elegant,500487
400488,100488,4,unoaked,500488
400489,100489,3,juicy,500489
400490,100490,3,delicate,500490
400491,100491,0,bone,500491
400492,100492,5,delicate,500492
400493,100493,5,sweet,500493
400494,100494,1,spicy,500494
400495,100495,2,opulent,500495
400496,100496,4,soft,500496
400497,100497,5,earthy,500497
400498,100498,4,soft,500498
400499,100499,0,silky,500499
400500,100500,4,aggressive,500500
400501,100501,2,sweet,500501
400502,100502,2,earthy,500502
400503,100503,4,creamy,500503
400504,100504,5,crisp,500504
400505,100505,2,dense,500505
400506,100506,1,abundant,500506
400507,100507,5,velvety,500507
400508,100508,3,unoaked,500508
400509,100509,5,fresh,500509
400510,100510,4,spicy,500510
400511,100511,2,dry,500511
400512,100512,5,sweet,500512
400513,100513,3,fresh,500513
400514,100514,0,bone,500514
400515,100515,3,crisp,500515
400516,100516,0,abundant,500516
400517,100517,4,spicy,500517
400518,100518,3,nutty,500518
400519,100519,0,unoaked,500519
400520,100520,4,aggressive,500520
400521,100521,4,soft,500521
400522,100522,0,nutty,500522
400523,100523,1,velvety,500523
400524,100524,0,nutty,500524
400525,100525,0,elegant,500525
400526,100526,4,creamy,500526
400527,100527,1,abundant,500527
400528,100528,5,dry,500528
400529,100529,3,silky,500529
400530,100530,2,juicy,500530
400531,100531,5,nutty,500531
400532,100532,4,abundant,500532
400533,100533,0,velvety,500533
400534,100534,3,fragrant,500534
400535,100535,5,bone,500535
400536,100536,3,unoaked,500536
400537,100537,2,crisp,500537
400538,100538,0,dry,500538
400539,100539,0,soft,500539
400540,100540,1,medium,500540
400541,100541,4,creamy,500541
400542,100542,0,fragrant,500542
400543,100543,4,spicy,500543
400544,100544,2,bone,500544
400545,100545,1,bone,500545
400546,100546,1,dry,500546
400547,100547,5,nutty,500547
400548,100548,1,abundant,500548
400549,100549,4,opulent,500549
400550,100550,4,delicate,500550
400551,100551,3,elegant,500551
400552,100552,2,fresh,500552
400553,100553,3,nutty,500553
400554,100554,0,sweet,500554
400555,100555,3,opulent,500555
400556,100556,3,spicy,500556
400557,100557,1,fragrant,500557
400558,100558,3,crisp,500558
400559,100559,4,opulent,500559
400560,100560,0,velvety,500560
400561,100561,1,dense,500561
400562,100562,1,aggressive,500562
400563,100563,1,dense,500563
400564,100564,5,fresh,500564
400565,100565,5,silky,500565
400566,100566,0,dense,500566
400567,100567,2,fresh,500567
400568,100568,4,fresh,500568
400569,100569,4,sweet,500569
400570,100570,4,opulent,500570
400571,100571,4,medium,500571
400572,100572,3,creamy,500572
400573,100573,1,dense,500573
400574,100574,0,sweet,500574
400575,100575,2,sweet,500575
400576,100576,5,elegant,500576
400577,100577,5,fragrant,500577
400578,100578,4,nutty,500578
400579,100579,4,creamy,500579
400580,100580,5,fresh,500580
400581,100581,2,fresh,500581
400582,100582,3,abundant,500582
400583,100583,2,velvety,500583
400584,100584,5,opulent,500584
400585,100585,3,bone,500585
400586,100586,4,silky,500586
400587,100587,0,opulent,500587
400588,100588,3,velvety,500588
400589,100589,5,silky,500589
400590,100590,4,juicy,500590
400591,100591,5,abundant,500591
400592,100592,2,opulent,500592
400593,100593,5,unoaked,500593
400594,100594,1,fresh,500594
400595,100595,4,juicy,500595
400596,100596,5,elegant,500596
400597,100597,5,spicy,500597
400598,100598,2,bone,500598
400599,100599,5,juicy,500599
400600,100600,4,dense,500600
400601,100601,4,dry,500601
400602,100602,5,earthy,500602
400603,100603,0,earthy,500603
400604,100604,0,soft,500604
400605,100605,1,silky,500605
400606,100606,3,medium,500606
400607,100607,3,bone,500607
400608,100608,5,medium,500608
400609,100609,4,fragrant,500609
400610,100610,2,medium,500610
400611,100611,2,soft,500611
400612,100612,3,dry,500612
400613,100613,5,dry,500613
400614,100614,4,silky,500614
400615,100615,1,elegant,500615
400616,100616,5,bone,500616
400617,100617,0,medium,500617
400618,100618,0,creamy,500618
400619,100619,0,delicate,500619
400620,100620,4,nutty,500620
400621,100621,3,elegant,500621
400622,100622,4,aggressive,500622
400623,100623,1,bone,500623
400624,100624,5,juicy,500624
400625,100625,0,creamy,500625
400626,100626,4,crisp,500626
400627,100627,3,abundant,500627
400628,100628,4,silky,500628
400629,100629,4,crisp,500629
400630,100630,0,sweet,500630
400631,100631,1,spicy,500631
400632,100632,3,abundant,500632
400633,100633,0,juicy,500633
400634,100634,3,bone,500634
400635,100635,4,earthy,500635
400636,100636,3,unoaked,500636
400637,100637,3,delicate,500637
400638,100638,1,creamy,500638
400639,100639,0,bone,500639
400640,100640,1,fresh,500640
400641,100641,3,crisp,500641
400642,100642,1,crisp,500642
400643,100643,3,fragrant,500643
400644,100644,0,nutty,500644
400645,100645,0,soft,500645
400646,100646,1,fragrant,500646
400647,100647,3,unoaked,500647
400648,100648,2,velvety,500648
400649,100649,3,delicate,500649
400650,100650,0,spicy,500650
400651,100651,3,abundant,500651
400652,100652,1,crisp,500652
400653,100653,4,dense,500653
400654,100654,0,aggressive,500654
400655,100655,3,abundant,500655
400656,100656,3,aggressive,500656
400657,100657,0,soft,500657
400658,100658,2,creamy,500658
400659,100659,1,soft,500659
400660,100660,1,spicy,500660
400661,100661,1,velvety,500661
400662,100662,1,soft,500662
400663,100663,3,silky,500663
400664,100664,1,earthy,500664
400665,100665,3,spicy,500665
400666,100666,4,juicy,500666
400667,100667,0,fresh,500667
400668,100668,4,creamy,500668
400669,100669,2,soft,500669
400670,100670,5,elegant,500670
400671,100671,2,delicate,500671
400672,100672,3,aggressive,500672
400673,100673,2,silky,500673
400674,100674,4,soft,500674
400675,100675,4,velvety,500675
400676,100676,3,nutty,500676
400677,100677,4,silky,500677
400678,100678,5,earthy,500678
400679,100679,2,creamy,500679
400680,100680,5,delicate,500680
400681,100681,3,crisp,500681
400682,100682,1,delicate,500682
400683,100683,4,elegant,500683
400684,100684,2,unoaked,500684
400685,100685,3,sweet,500685
400686,100686,3,medium,500686
400687,100687,1,opulent,500687
400688,100688,5,juicy,500688
400689,100689,2,abundant,500689
400690,100690,3,crisp,500690
400691,100691,3,unoaked,500691
400692,100692,3,fresh,500692
400693,100693,1,creamy,500693
400694,100694,5,delicate,500694
400695,100695,4,spicy,500695
400696,100696,2,delicate,500696
400697,100697,1,fresh,500697
400698,100698,2,bone,500698
400699,100699,4,creamy,500699
400700,100700,5,earthy,500700
400701,100701,3,earthy,500701
400702,100702,5,fragrant,500702
400703,100703,0,dense,500703
400704,100704,5,aggressive,500704
400705,100705,1,delicate,500705
400706,100706,3,unoaked,500706
400707,100707,3,fresh,500707
400708,100708,4,creamy,500708
400709,100709,4,elegant,500709
400710,100710,3,fragrant,500710
400711,100711,0,elegant,500711
400712,100712,3,bone,500712
400713,100713,0,bone,500713
400714,100714,5,fragrant,500714
400715,100715,1,sweet,500715
400716,100716,3,opulent,500716
400717,100717,5,crisp,500717
400718,100718,1,opulent,500718
400719,100719,5,juicy,500719
400720,100720,4,earthy,500720
400721,100721,4,aggressive,500721
400722,100722,0,dense,500722
400723,100723,1,fresh,500723
400724,100724,4,bone,500724
400725,100725,5,silky,500725
400726,100726,2,delicate,500726
400727,100727,2,bone,500727
400728,100728,5,elegant,500728
400729,100729,4,dry,500729
400730,100730,0,medium,500730
400731,100731,1,dry,500731
400732,100732,0,unoaked,500732
400733,100733,0,delicate,500733
400734,100734,5,opulent,500734
400735,100735,1,silky,500735
400736,100736,4,velvety,500736
400737,100737,4,opulent,500737
400738,100738,4,earthy,500738
400739,100739,5,velvety,500739
400740,100740,1,dry,500740
400741,100741,2,unoaked,500741
400742,100742,2,abundant,500742
400743,100743,0,sweet,500743
400744,100744,0,unoaked,500744
400745,100745,2,abundant,500745
400746,100746,3,nutty,500746
400747,100747,2,nutty,500747
400748,100748,3,crisp,500748
400749,100749,2,dense,500749
400750,100750,5,juicy,500750
400751,100751,1,velvety,500751
400752,100752,1,velvety,500752
400753,100753,4,spicy,500753
400754,100754,0,delicate,500754
400755,100755,0,unoaked,500755
400756,100756,0,silky,500756
400757,100757,0,soft,500757
400758,100758,2,elegant,500758
400759,100759,4,dry,500759
400760,100760,1,silky,500760
400761,100761,4,juicy,500761
400762,100762,1,fragrant,500762
400763,100763,1,silky,500763
400764,100764,2,bone,500764
400765,100765,5,delicate,500765
400766,100766,0,dry,500766
400767,100767,0,nutty,500767
400768,100768,5,velvety,500768
400769,100769,5,opulent,500769
400770,100770,1,fresh,500770
400771,100771,0,opulent,500771
400772,100772,5,crisp,500772
400773,100773,0,sweet,500773
400774,100774,4,fresh,500774
400775,100775,2,medium,500775
400776,100776,1,aggressive,500776
400777,100777,3,unoaked,500777
400778,100778,1,crisp,500778
400779,100779,5,juicy,500779
400780,100780,0,juicy,500780
400781,100781,3,abundant,500781
400782,100782,1,spicy,500782
400783,100783,4,sweet,500783
400784,100784,1,nutty,500784
400785,100785,3,fragrant,500785
400786,100786,2,nutty,500786
400787,100787,2,aggressive,500787
400788,100788,5,soft,500788
400789,100789,5,sweet,500789
400790,100790,0,silky,500790
400791,100791,2,fragrant,500791
400792,100792,4,juicy,500792
400793,100793,3,earthy,500793
400794,100794,2,dry,500794
400795,100795,3,bone,500795
400796,100796,1,abundant,500796
400797,100797,4,medium,500797
400798,100798,2,dense,500798
400799,100799,4,spicy,500799
400800,100800,4,aggressive,500800
400801,100801,2,creamy,500801
400802,100802,4,fresh,500802
400803,100803,1,nutty,500803
400804,100804,1,spicy,500804
400805,100805,0,unoaked,500805
400806,100806,2,unoaked,500806
400807,100807,2,fragrant,500807
400808,100808,0,juicy,500808
400809,100809,3,unoaked,500809
400810,100810,3,spicy,500810
400811,100811,2,elegant,500811
400812,100812,0,crisp,500812
400813,100813,4,medium,500813
400814,100814,3,dense,500814
400815,100815,2,velvety,500815
400816,100816,1,juicy,500816
400817,100817,5,bone,500817
400818,100818,4,creamy,500818
400819,100819,0,delicate,500819
400820,100820,4,elegant,500820
400821,100821,1,aggressive,500821
400822,100822,1,nutty,500822
400823,100823,1,dense,500823
400824,100824,5,opulent,500824
400825,100825,0,sweet,500825
400826,100826,5,abundant,500826
400827,100827,3,spicy,500827
400828,100828,5,sweet,500828
400829,100829,1,unoaked,500829
400830,100830,4,velvety,500830
400831,100831,5,creamy,500831
400832,100832,5,spicy,500832
400833,100833,4,dry,500833
400834,100834,2,creamy,500834
400835,100835,4,velvety,500835
400836,100836,3,crisp,500836
400837,100837,0,creamy,500837
400838,100838,5,velvety,500838
400839,100839,2,juicy,500839
400840,100840,4,opulent,500840
400841,100841,4,soft,500841
400842,100842,0,aggressive,500842
400843,100843,1,juicy,500843
400844,100844,5,aggressive,500844
400845,100845,4,dense,500845
400846,100846,4,spicy,500846
400847,100847,3,fresh,500847
400848,100848,4,earthy,500848
400849,100849,0,delicate,500849
400850,100850,0,fragrant,500850
400851,100851,1,medium,500851
400852,100852,3,aggressive,500852
400853,100853,1,soft,500853
400854,100854,2,creamy,500854
400855,100855,1,velvety,500855
400856,100856,4,bone,500856
400857,100857,1,earthy,500857
400858,100858,3,bone,500858
400859,100859,1,bone,500859
400860,100860,3,nutty,500860
400861,100861,3,fragrant,500861
400862,100862,1,dense,500862
400863,100863,3,medium,500863
400864,100864,3,soft,500864
400865,100865,4,spicy,500865
400866,100866,5,sweet,500866
400867,100867,0,nutty,500867
400868,100868,4,aggressive,500868
400869,100869,0,soft,500869
400870,100870,4,dense,500870
400871,100871,4,velvety,500871
400872,100872,4,silky,500872
400873,100873,1,dry,500873
400874,100874,1,abundant,500874
400875,100875,4,earthy,500875
400876,100876,1,fragrant,500876
400877,100877,3,dry,500877
400878,100878,2,fresh,500878
400879,100879,0,nutty,500879
400880,100880,3,nutty,500880
400881,100881,4,dense,500881
400882,100882,4,opulent,500882
400883,100883,2,nutty,500883
400884,100884,5,juicy,500884
400885,100885,1,sweet,500885
400886,100886,1,dry,500886
400887,100887,0,abundant,500887
400888,100888,1,elegant,500888
400889,100889,3,abundant,500889
400890,100890,5,velvety,500890
400891,100891,0,bone,500891
400892,100892,3,spicy,500892
400893,100893,4,elegant,500893
400894,100894,2,fragrant,500894
400895,100895,5,bone,500895
400896,100896,1,creamy,500896
400897,100897,0,medium,500897
400898,100898,2,elegant,500898
400899,100899,2,nutty,500899
400900,100900,2,crisp,500900
400901,100901,3,elegant,500901
400902,100902,2,silky,500902
400903,100903,3,fresh,500903
400904,100904,1,fresh,500904
400905,100905,5,medium,500905
400906,100906,3,soft,500906
400907,100907,0,bone,500907
400908,100908,0,earthy,500908
400909,100909,3,dry,500909
400910,100910,5,soft,500910
400911,100911,2,silky,500911
400912,100912,0,fragrant,500912
400913,100913,2,earthy,500913
400914,100914,5,dry,500914
400915,100915,2,aggressive,500915
400916,100916,1,spicy,500916
400917,100917,0,crisp,500917
400918,100918,3,abundant,500918
400919,100919,0,abundant,500919
400920,100920,5,fresh,500920
400921,100921,4,nutty,500921
400922,100922,1,opulent,500922
400923,100923,2,spicy,500923
400924,100924,0,abundant,500924
400925,100925,1,aggressive,500925
400926,100926,4,unoaked,500926
400927,100927,2,silky,500927
400928,100928,3,silky,500928
400929,100929,5,abundant,500929
400930,100930,1,earthy,500930
400931,100931,3,juicy,500931
400932,100932,1,aggressive,500932
400933,100933,4,delicate,500933
400934,100934,4,abundant,500934
400935,100935,4,dense,500935
400936,100936,1,dense,500936
400937,100937,5,medium,500937
400938,100938,2,bone,500938
400939,100939,3,juicy,500939
